fecha,car purchase amount,age,annual Salary,credit card debt,net worth,gender
2020-12-24,54606.18769,57.70495365,73512.41269,11054.27478,236420.9695,0
2020-12-25,39083.94268,36.71815503,70621.52393,9384.067625,366327.7432,1
2020-12-26,47984.12043,51.42349784,70275.68706,10359.17579,253181.9789,1
2020-12-27,46082.80993,36.12691774,74420.10254,10274.13558,551344.3365,0
2020-12-28,30964.07804,31.61348869,54395.05356,10693.88704,549212.4268,1
2020-12-29,35726.95299,31.89622257,60384.34541,11518.29175,589180.4485,1
2020-12-30,49065.1634,43.05089188,66813.664,15458.68867,600685.1915,1
2020-12-31,48955.85816,51.08481106,84120.95497,9596.513091,27888.74525,0
2021-01-01,37183.10293,43.12954854,54236.62092,7275.314728,432447.5324,1
2021-01-02,46710.52519,57.80193013,64426.59613,9514.645028,137601.844,1
2021-01-03,52889.56257,48.83752201,71150.19894,9848.997857,480468.247,1
2021-01-04,29754.66271,42.99229711,60325.20676,10128.1151,62149.94034,0
2021-01-05,60960.83428,48.30867264,91083.73918,13148.85597,387538.2487,1
2021-01-06,39975.43302,39.71130983,60380.22868,2799.719601,508962.4874,0
2021-01-07,38545.80328,34.72822141,72948.11812,12664.32052,360457.0496,1
2021-01-08,56764.44728,43.00071798,74834.57117,9366.027561,712233.8241,0
2021-01-09,63079.84329,57.13457591,67752.38329,13851.92122,657178.4135,1
2021-01-10,55700.83389,47.21795133,59205.89035,2689.317953,856287.1522,1
2021-01-11,36367.18452,31.75957954,64874.03368,8511.835275,528087.5277,0
2021-01-12,52477.83479,44.34525343,63305.84963,16146.77016,749016.565,0
2021-01-13,50296.67496,50.27457289,74176.2079,11894.4244,290608.3977,0
2021-01-14,37259.84386,43.57649526,47230.92278,4421.153379,558001.0241,1
2021-01-15,47715.96049,56.72544675,65980.95617,7009.186038,173272.8954,0
2021-01-16,29540.87013,35.07555289,51428.66337,9221.265417,457116.1945,0
2021-01-17,60567.18837,52.90793462,75381.07571,7925.059589,545125.9592,1
2021-01-18,36125.48846,41.02339176,54742.3946,10342.60917,447393.4883,1
2021-01-19,57303.87131,44.00603343,76245.2434,6139.387823,674190.6949,0
2021-01-20,51922.07691,62.62213572,60409.75787,9611.317626,255285.4063,1
2021-01-21,35848.82935,49.7733395,57600.59673,10340.30041,128387.9293,0
2021-01-22,42704.3221,42.06422454,71371.92544,7094.827,321431.279,1
2021-01-23,55174.98946,40.961674,79444.01301,11620.1079,627086.6563,1
2021-01-24,26599.90843,40.2012564,47569.44212,7840.293189,281690.8431,0
2021-01-25,53993.44322,40.39729481,71193.72803,3854.733177,762832.2606,1
2021-01-26,47970.76767,55.57696873,46412.82136,11652.2729,595028.8431,1
2021-01-27,43641.65727,47.55430896,57368.05622,10175.74457,466128.9118,1
2021-01-28,41679.7929,41.27000968,65826.12291,11715.3714,416748.7309,1
2021-01-29,63140.05082,61.03424503,61824.8798,11211.99502,660897.0146,0
2021-01-30,30757.65726,35.33787621,61723.00613,9913.194941,291897.4057,1
2021-01-31,65592.22012,54.77232025,72310.39623,3093.707686,724025.4097,0
2021-02-01,37871.7082,36.57271347,67548.77415,10462.35581,388284.2974,0
2021-02-02,42919.5196,47.71401166,62175.68945,12967.284,343290.677,0
2021-02-03,22599.45863,31.98877902,60584.85458,8133.45931,129635.6343,0
2021-02-04,70598.96768,61.70429878,66655.4142,8001.644302,805075.5197,1
2021-02-05,43242.58224,48.59322101,63718.8812,11863.06428,298920.0067,0
2021-02-06,38138.57511,42.88453632,60862.97749,8033.550461,344060.1754,0
2021-02-07,30419.8,36.2452565,67508.12293,10188.68685,141587.6498,1
2021-02-08,63868.94051,61.22472501,61639.76386,17870.63765,684209.551,0
2021-02-09,45112.94547,45.75422949,63172.95729,6332.2019,456524.7944,0
2021-02-10,44361.87507,56.67256191,58653.6591,17142.41332,201228.0206,0
2021-02-11,19525.29827,36.42694852,40558.75456,4981.269146,283241.2769,1
2021-02-12,49991.60697,48.94126712,76870.00765,5575.323416,266531.2969,0
2021-02-13,61731.71426,62.75948863,71948.80529,8061.968487,365862.7818,1
2021-02-14,41769.38288,49.28968587,67629.84819,10916.85532,151946.3089,0
2021-02-15,46402.53583,44.09922748,67121.32166,12087.38116,472403.1231,1
2021-02-16,37376.63439,43.17653402,57376.4803,12878.54582,376886.359,1
2021-02-17,33766.6413,48.14257112,56944.87077,16449.0665,116407.5289,0
2021-02-18,30667.60927,36.96953352,60174.05765,15666.43155,271414.7592,0
2021-02-19,52056.41478,48.98030739,81997.33071,12616.45622,237185.1714,1
2021-02-20,30736.5798,40.20456044,36960.76994,1768.874438,630120.001,1
2021-02-21,39439.45349,41.67121696,64412.43101,10449.61818,355175.3677,0
2021-02-22,38174.87433,29.59907959,70076.22764,1726.809885,552267.6361,1
2021-02-23,40589.8625,43.13272875,72016.92459,11602.74297,205006.2161,1
2021-02-24,62028.71192,55.30394679,63186.12783,7122.163863,762601.0836,0
2021-02-25,48465.27211,40.20042717,76086.84122,9258.181529,482866.5457,0
2021-02-26,40095.0498,37.71663125,74445.72702,7515.152476,297964.2638,1
2021-02-27,49568.47685,42.65479064,85475.64202,13786.14942,267555.1178,0
2021-02-28,31408.62631,37.36362599,51111.76605,9057.600508,461366.7829,1
2021-03-01,47719.47741,41.35450195,79064.9559,7221.667169,365871.4992,0
2021-03-02,35784.42411,41.93116782,55514.9934,8009.719809,394229.8972,1
2021-03-03,42905.53815,38.03912192,75901.81829,6512.71102,357468.1866,0
2021-03-04,48516.84335,42.64066561,56687.93949,10827.1614,790116.4252,0
2021-03-05,45593.6849,43.57614914,59801.06311,8042.386734,601744.9607,0
2021-03-06,32061.6467,40.99660693,57303.83325,10836.41709,258194.8443,0
2021-03-07,32208.37522,45.84421027,43412.86301,7843.402994,392003.2864,0
2021-03-08,35475.00344,45.76882266,58948.93261,8282.075073,205439.3663,1
2021-03-09,29519.56184,39.814817,56086.45033,6588.606462,228388.5491,1
2021-03-10,55420.56668,44.95472657,80015.83115,9064.618618,508555.1592,1
2021-03-11,42139.64528,57.97429301,41409.2939,8211.34092,421318.9764,1
2021-03-12,50539.90169,61.70872559,40387.9207,5761.401538,622569.5959,0
2021-03-13,34922.42846,51.52532667,48746.71666,3923.407178,217188.4056,0
2021-03-14,43898.2733,44.27741911,70230.15498,8542.019129,320525.7282,0
2021-03-15,39135.03023,44.02366242,64961.39305,6885.723977,265717.2542,0
2021-03-16,41147.46679,39.66565685,57777.15558,19692.91262,601210.2803,1
2021-03-17,24134.59205,32.59143047,54447.15275,13141.31969,284155.4155,0
2021-03-18,42705.11311,44.13391466,59712.31101,7135.98755,487564.5541,1
2021-03-19,38901.60925,42.22095552,65605.41798,13629.1104,297540.8814,0
2021-03-20,28645.39425,20.0,70467.29492,100.0,494606.6334,1
2021-03-21,52150.41786,52.61004535,76318.87883,6392.211408,245216.1691,0
2021-03-22,66648.25077,55.9330891,77657.56243,14438.24233,622831.922,1
2021-03-23,42909.27129,44.17501053,60487.90116,9911.037592,478428.7174,1
2021-03-24,49248.10595,52.49932303,67729.9725,10279.91264,314885.1345,1
2021-03-25,27303.17104,42.5273855,49463.0635,6478.156506,201636.866,0
2021-03-26,47869.82593,48.51272138,65850.47688,3912.385616,419556.6198,1
2021-03-27,59984.16361,55.52192516,66505.38124,3942.76762,621309.5863,1
2021-03-28,45271.46081,47.46701603,58260.57232,4658.41454,507572.635,0
2021-03-29,9000.0,25.17989327,45092.74073,11380.09288,158758.3577,0
2021-03-30,46012.10616,44.70222518,63845.77186,7761.848528,505048.7599,1
2021-03-31,32967.20191,46.47392714,55293.575,8276.644566,169475.9968,1
2021-04-01,48785.15839,32.79649861,87598.01501,10814.57915,485563.7363,0
2021-04-02,45824.5656,42.78726724,71753.30877,9119.791422,400703.2655,1
2021-04-03,40102.11417,47.5469052,45368.15561,12203.48778,577058.1773,1
2021-04-04,35457.1486,48.14631737,45362.66982,2524.992105,399437.5235,0
2021-04-05,29556.7932,40.47710314,40727.39196,9725.549901,508528.9957,0
2021-04-06,38243.06228,38.54583374,58632.58875,12035.37079,516817.3173,1
2021-04-07,44430.63323,39.14103529,66680.2741,10263.14899,556945.8742,0
2021-04-08,51046.42226,53.9049485,75892.3053,8110.946984,177878.1758,1
2021-04-09,52570.36517,53.37171727,59297.41631,9592.433147,567842.1267,0
2021-04-10,61404.22578,51.44198125,92455.72807,9877.169366,285326.3544,0
2021-04-11,28463.64326,54.52160505,32697.98161,10858.02526,218808.7553,0
2021-04-12,27586.20078,35.05685897,55418.75606,8837.654857,312927.9187,1
2021-04-13,47979.48549,43.30468502,68921.40213,8120.204455,515012.2804,0
2021-04-14,28164.86039,36.51447117,43739.97829,5933.177726,517110.9454,0
2021-04-15,69669.47402,59.61961534,81565.95967,9072.063059,544291.9504,0
2021-04-16,48052.65091,43.54252824,65364.06334,7839.414396,579640.7982,0
2021-04-17,37364.23474,39.2812453,65019.15701,4931.56016,341330.7344,1
2021-04-18,44500.81936,41.6796235,58243.17992,15149.03426,649323.7878,1
2021-04-19,35139.24793,32.30887578,73558.87334,11164.52652,301245.7708,0
2021-04-20,55167.37361,52.28979935,66088.02369,6769.181833,557098.9636,1
2021-04-21,48383.69071,56.28750886,54441.72437,4362.720324,432850.4157,0
2021-04-22,35823.55471,40.75405169,60101.79725,12989.36784,340720.5185,1
2021-04-23,36517.70996,50.76936195,50153.43545,6596.01369,266939.1746,1
2021-04-24,53110.88052,57.61545628,61430.93415,11561.07365,421891.846,0
2021-04-25,53049.44567,50.80193441,65846.5096,9141.668545,531840.3342,0
2021-04-26,21471.11367,29.03452095,55433.61187,10769.75059,276466.6203,1
2021-04-27,45015.67953,52.96776171,62979.60196,14297.25366,247421.9185,1
2021-04-28,55377.87697,43.3868909,76523.33258,10373.00856,620355.2658,0
2021-04-29,56510.13294,62.07084214,63956.1618,16978.52745,360787.6401,0
2021-04-30,47443.74443,60.41643332,39460.00348,8769.290288,571245.3714,1
2021-05-01,41489.64123,36.65996988,66923.43536,8611.468093,522814.817,1
2021-05-02,32553.53423,43.3654703,50051.14039,893.2353408,347177.8367,0
2021-05-03,41984.62412,41.7050595,61575.9502,594.8049491,497197.264,0
2021-05-04,59538.40327,54.87954467,64430.07398,6924.106833,664862.0102,0
2021-05-05,41352.47071,45.75269752,63722.00164,10711.44472,316128.4002,1
2021-05-06,52785.16947,50.19720522,78518.21527,10072.48298,294506.0844,1
2021-05-07,60117.67886,55.08772031,72424.80112,9831.184792,523680.7699,0
2021-05-08,47760.66427,42.90018665,77665.17195,13308.87932,349588.5608,0
2021-05-09,64188.26862,51.76741827,77345.61633,6736.75168,665099.139,0
2021-05-10,48901.44342,41.46251483,71942.40291,6995.902524,541670.1016,0
2021-05-11,31491.41457,37.64199977,56039.49793,12301.45679,360419.0988,1
2021-05-12,64147.28888,53.94349722,68888.77805,10611.60686,764531.3203,1
2021-05-13,45442.15353,59.16050864,49811.99062,14013.03451,337826.6382,1
2021-05-14,45107.22566,46.73115245,61370.67766,9391.341628,462946.4924,1
